Phase	Match No.	Match	Team	No.	Name	7mGoals	7mMissed	6mGoals	6mMissed	WingGoals	WingMissed	BTGoals	BTMissed	FBGoals	FBMissed	EGGoals	EGMissed	9mGoals	9mMissed	TF	YC	RC	BC	2Min	AS	ST	BS	Time	scoring	prod100
Group Phase	05	AUT-SUI	SUI	16	PORTNER Nikola	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	21,11666667	1	4,735595896
Group Phase	05	AUT-SUI	SUI	17	ROTHLISBERGER Samuel	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	41,36666667	3,4	8,219178082
Group Phase	05	AUT-SUI	SUI	24	TOMINEC Nik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	05	AUT-SUI	SUI	27	GERBL Maximilian	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	05	AUT-SUI	SUI	29	ZEHNDER Samuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7,883333333	0	0
Group Phase	05	AUT-SUI	SUI	31	BRINGOLF Aurel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32,88333333	0	0
Group Phase	05	AUT-SUI	SUI	34	MILOSEVIC Alen	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	58,23333333	-2	-3,434459073
Group Phase	05	AUT-SUI	SUI	36	NOVAK Philip	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	05	AUT-SUI	SUI	44	BEN ROMDHANE Medhi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,966666667	0	0
Group Phase	06	NOR-FRA	NOR	5	SAGOSEN Sander	4	0	1	0	0	0	3	0	0	0	0	1	2	4	0	0	0	0	1	8	1	1	54,11666667	14,1	26,05481983
Group Phase	06	NOR-FRA	NOR	7	OVERJORDET Sander	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,916666667	0	0
Group Phase	06	NOR-FRA	NOR	8	MYRHOL Bjarte	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7,133333333	2,45	34,34579439
Group Phase	06	NOR-FRA	NOR	9	JAKOBSEN Henrik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16,46666667	-0,8	-4,858299595
Group Phase	06	NOR-FRA	NOR	11	OVERBY Petter	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	53,45	2,2	4,115996258
Group Phase	06	NOR-FRA	NOR	12	SAEVERAS Kristian	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,433333333	0	0
Group Phase	06	NOR-FRA	NOR	15	TONNESEN Kent Robin	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0	0	10,21666667	-2,15	-21,04404568
Group Phase	06	NOR-FRA	NOR	17	JONDAL Magnus	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59,8	2,3	3,846153846
Group Phase	06	NOR-FRA	NOR	18	AAR William	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	06	NOR-FRA	NOR	19	BJORNSEN Kristian	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	57,7	-2	-3,466204506
Group Phase	06	NOR-FRA	NOR	23	JOHANNESSEN Goran Sogard	0	0	0	0	0	0	1	1	0	0	0	0	1	4	1	0	0	0	0	4	0	0	48,91666667	1,4	2,862010221
Group Phase	06	NOR-FRA	NOR	25	TANGEN Eivind	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	13,28333333	-1,5	-11,2923463
Group Phase	06	NOR-FRA	NOR	27	REINKIND Harald	0	0	0	0	0	0	0	1	0	0	0	0	2	5	1	0	0	0	1	0	0	0	41,63333333	-3,05	-7,325860689
Group Phase	06	NOR-FRA	NOR	30	BERGERUD Torbjorn Sittrup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49,93333333	0	0
Group Phase	06	NOR-FRA	NOR	32	SOLSTAD Thomas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	06	NOR-FRA	NOR	71	BLONZ Alexandre Christoffersen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	06	NOR-FRA	FRA	5	REMILI Nedim	0	0	1	0	0	0	0	0	1	0	0	0	2	2	2	0	0	0	0	5	0	1	34,86666667	6,95	19,93307839
Group Phase	06	NOR-FRA	FRA	7	LAGARDE Romain	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	17,31666667	-1,4	-8,084696824
Group Phase	06	NOR-FRA	FRA	9	RICHARDSON Melvyn	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4,716666667	-0,75	-15,90106007
Group Phase	06	NOR-FRA	FRA	10	MEM Dika	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	2	4	0	0	28,23333333	-2	-7,083825266
Group Phase	06	NOR-FRA	FRA	11	TOURNAT Nicolas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	06	NOR-FRA	FRA	12	GERARD Vincent	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,383333333	0	0
Group Phase	06	NOR-FRA	FRA	14	MAHE Kentin	3	0	2	0	0	0	2	1	1	0	0	0	1	1	4	0	0	0	1	3	0	0	33,13333333	6,6	19,9195171
Group Phase	06	NOR-FRA	FRA	17	N'GUESSAN Timothey	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	42,13333333	2,25	5,340189873
Group Phase	06	NOR-FRA	FRA	19	ABALO Luc	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29,93333333	2	6,681514477
Group Phase	06	NOR-FRA	FRA	21	GUIGOU Michael	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	26,03333333	0,15	0,576184379
Group Phase	06	NOR-FRA	FRA	22	KARABATIC Luka	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	2	42,5	2,65	6,235294118
Group Phase	06	NOR-FRA	FRA	23	FABREGAS Ludovic	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	49,3	-0,2	-0,405679513
Group Phase	06	NOR-FRA	FRA	24	PARDIN Wesley	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52,25	0	0
Group Phase	06	NOR-FRA	FRA	25	DESCAT Hugo	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30	4	13,33333333
Group Phase	06	NOR-FRA	FRA	27	DIPANDA Adrien	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	06	NOR-FRA	FRA	28	PORTE Valentin	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29,2	2	6,849315068
Group Phase	07	BLR-RHF	BLR	3	KULESH Uladzislau	0	0	0	0	0	0	0	0	0	0	0	0	6	3	2	0	0	0	1	5	0	0	47,23333333	8,6	18,20748059
Group Phase	07	BLR-RHF	BLR	7	KULAK Artsiom	0	0	0	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	3	0	0	30,56666667	7,75	25,35441658
Group Phase	07	BLR-RHF	BLR	8	RUDZ Artur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	07	BLR-RHF	BLR	9	ASTRASHAPKIN Aleh	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	5	0	0	27,28333333	6,45	23,64080635
Group Phase	07	BLR-RHF	BLR	17	KRYVENKA Uladzislau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,816666667	0	0
Group Phase	07	BLR-RHF	BLR	20	KISHOU  Aliaksei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	07	BLR-RHF	BLR	23	YURYNOK Andrei	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	60	3,9	6,5
Group Phase	07	BLR-RHF	BLR	33	MAROZ Ivan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54,85	0	0
Group Phase	07	BLR-RHF	BLR	43	SELVIASIUK Artsiom	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,783333333	0	0
Group Phase	07	BLR-RHF	BLR	47	PADSHYVALAU Aliaksandr	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6,283333333	0,2	3,183023873
Group Phase	07	BLR-RHF	BLR	50	KARALEK Artsem	0	0	3	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	55,03333333	0,2	0,363416111
Group Phase	07	BLR-RHF	BLR	55	VAILUPAU Mikita	5	0	0	0	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	60	7,9	13,16666667
Group Phase	07	BLR-RHF	BLR	62	SAMOILA Kiryl	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	14,33333333	1,7	11,86046512
Group Phase	07	BLR-RHF	BLR	74	BOKHAN Viachaslau	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	39,9	-1,55	-3,884711779
Group Phase	07	BLR-RHF	BLR	95	GAYDUCHENKO Vadim	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4,55	0	0
Group Phase	07	BLR-RHF	BLR	98	ALIOKHIN Mikalai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16,36666667	-0,8	-4,887983707
Group Phase	07	BLR-RHF	RHF	5	KISELEV Dmitrii	0	0	2	1	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	3	0	0	30,25	8,15	26,94214876
Group Phase	07	BLR-RHF	RHF	16	PAVLENKO Dmitrii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21,73333333	0	0
Group Phase	07	BLR-RHF	RHF	17	KOTOV Aleksandr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	29,03333333	1,7	5,855338691
Group Phase	07	BLR-RHF	RHF	23	OSTASHCHENKO Roman	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	07	BLR-RHF	RHF	27	VASILEV Denis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,183333333	0	0
Group Phase	07	BLR-RHF	RHF	28	KUDINOV Sergei	0	0	0	0	1	0	1	0	0	0	0	0	1	2	2	0	0	0	0	1	1	0	26,16666667	2,05	7,834394904
Group Phase	07	BLR-RHF	RHF	30	ERMAKOV Aleksandr	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	3	0	0	0	42,53333333	-1,2	-2,821316614
Group Phase	07	BLR-RHF	RHF	33	SHISHKAREV Daniil	0	0	0	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	56,18333333	3,6	6,407594186
Group Phase	07	BLR-RHF	RHF	36	IVANOV Sergei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	07	BLR-RHF	RHF	44	SOROKA Igor	2	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	59,1	5,5	9,306260575
Group Phase	07	BLR-RHF	RHF	55	VALIULLIN Azat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20,88333333	0	0
Group Phase	07	BLR-RHF	RHF	78	ANDREEV Pavel	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	32,15	0,2	0,622083981
Group Phase	07	BLR-RHF	RHF	87	KIREEV Viktor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36,83333333	0	0
Group Phase	07	BLR-RHF	RHF	89	ZHITNIKOV Dmitrii	0	0	0	0	0	0	1	0	2	0	0	0	0	3	2	0	0	0	1	2	2	0	30,95	1,65	5,331179321
Group Phase	07	BLR-RHF	RHF	97	FOKIN Aleksei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4,15	0	0
Group Phase	07	BLR-RHF	RHF	99	KOSOROTOV Sergei Mark	0	1	1	0	0	0	2	0	0	0	0	0	3	3	0	0	0	0	0	1	0	0	29,85	4,8	16,08040201
Group Phase	08	SLO-KOR	SLO	2	SKUBE Stas	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8,533333333	2,7	31,640625
Group Phase	08	SLO-KOR	SLO	3	BLAGOTINSEK Blaz	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	5	30,13333333	5,4	17,92035398
Group Phase	08	SLO-KOR	SLO	5	HENIGMAN Nik	0	0	0	0	1	1	1	0	3	0	0	0	0	1	3	0	0	0	0	0	0	0	47,26666667	1,15	2,433004231
Group Phase	08	SLO-KOR	SLO	8	JANC Blaz	0	0	2	0	4	1	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	27,08333333	3,8	14,03076923
Group Phase	08	SLO-KOR	SLO	11	DOLENEC Jure	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	5	0	0	34,36666667	6,45	18,76818623
Group Phase	08	SLO-KOR	SLO	13	CINGESAR Darko	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	23,88333333	2,05	8,583391486
Group Phase	08	SLO-KOR	SLO	16	VUJOVIC Miljan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
Group Phase	08	SLO-KOR	SLO	17	CEHTE Nejc	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	19,65	4,4	22,39185751
Group Phase	08	SLO-KOR	SLO	21	GAJIC Dragan	0	0	3	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	32,91666667	12,5	37,97468354
Group Phase	08	SLO-KOR	SLO	22	GABER Matej	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	32,3	2	6,191950464
Group Phase	08	SLO-KOR	SLO	23	ZARABEC Miha	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	14,71666667	2,85	19,36579841
Group Phase	08	SLO-KOR	SLO	26	FERLIN Klemen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	42,23333333	1,65	3,906866614
Group Phase	08	SLO-KOR	SLO	34	OVNICEK Rok	0	0	1	2	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	14,7	0,95	6,462585034
Group Phase	08	SLO-KOR	SLO	44	BOMBAC Dean	0	0	1	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	4	1	0	30,66666667	7,4	24,13043478
Group Phase	08	SLO-KOR	SLO	51	MACKOVSEK Borut	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	3	0	21,38333333	9,1	42,55650818
Group Phase	08	SLO-KOR	SLO	95	SUHOLEZNIK Matic	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	26,16666667	0,5	1,910828025
Group Phase	08	SLO-KOR	KOR	8	KIM Hyeonwoo	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15,95	2	12,53918495
Group Phase	08	SLO-KOR	KOR	10	YU Chanmin	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	51,7	3,1	5,996131528
Group Phase	08	SLO-KOR	KOR	13	LEE Junhee	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8,3	1	12,04819277
Group Phase	08	SLO-KOR	KOR	19	BAEK Seunggeon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	08	SLO-KOR	KOR	22	LEE Byeongju	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	45,81666667	-4,55	-9,930883958
Group Phase	08	SLO-KOR	KOR	23	JEON Youngje	0	0	0	0	0	0	1	1	0	0	0	0	0	3	1	0	0	0	0	1	0	0	24,71666667	-1,9	-7,687120701
Group Phase	08	SLO-KOR	KOR	24	KIM Myeongjong	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	13,91666667	0,6	4,311377246
Group Phase	08	SLO-KOR	KOR	26	KIM Jinyoung	1	0	0	1	0	0	2	0	0	0	0	0	3	7	5	0	0	0	0	3	0	0	60	0,1	0,166666667
Group Phase	08	SLO-KOR	KOR	28	KIM Jinho	0	0	1	1	1	0	2	1	1	0	0	0	1	3	4	0	0	0	0	0	1	0	42,73333333	0,45	1,053042122
Group Phase	08	SLO-KOR	KOR	32	JO Donghyeon	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14,53333333	-1,5	-10,32110092
Group Phase	08	SLO-KOR	KOR	33	KIM Jaesoon	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12,46666667	1	8,021390374
Group Phase	08	SLO-KOR	KOR	34	KIM Younggil	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	24,53333333	1,2	4,891304348
Group Phase	08	SLO-KOR	KOR	77	LEE Changwoo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38,15	0	0
Group Phase	08	SLO-KOR	KOR	87	KIM Jiun	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	08	SLO-KOR	KOR	97	KIM Taeung	0	0	3	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	47,33333333	1,95	4,11971831
Group Phase	08	SLO-KOR	KOR	98	AN Jaepil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19,85	0	0
Group Phase	09	ARG-COD	ARG	2	FERNANDEZ Federico Gaston	1	2	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	39,56666667	-0,1	-0,252737995
Group Phase	09	ARG-COD	ARG	3	PIZARRO Federico	0	0	2	2	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	34,91666667	2,95	8,448687351
Group Phase	09	ARG-COD	ARG	4	SIMONET Sebastian Alejandro	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	14,9	0,6	4,026845638
Group Phase	09	ARG-COD	ARG	5	VAINSTEIN Pablo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	23,93333333	-0,75	-3,133704735
Group Phase	09	ARG-COD	ARG	6	SIMONET Diego Esteban	0	0	0	0	0	0	2	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	27,36666667	2,7	9,866017052
Group Phase	09	ARG-COD	ARG	7	PIZARRO Ignacio	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	19,95	-2,85	-14,28571429
Group Phase	09	ARG-COD	ARG	8	SIMONET Pablo Ariel	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	5	0	0	27,36666667	4,75	17,35688185
Group Phase	09	ARG-COD	ARG	11	MOSCARIELLO Lucas Dario	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	25,95	-0,6	-2,312138728
Group Phase	09	ARG-COD	ARG	15	CAROU MARCEL Gonzalo Matias	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9,383333333	-0,8	-8,525754885
Group Phase	09	ARG-COD	ARG	18	FISCHER Guillermo Jose	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21,31666667	0,05	0,234558249
Group Phase	09	ARG-COD	ARG	19	MARTINEZ CAMI Pedro	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	1	1	0	27,56666667	-0,45	-1,632406288
Group Phase	09	ARG-COD	ARG	20	MARTINEZ Ramiro	1	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	47,83333333	4,45	9,303135889
Group Phase	09	ARG-COD	ARG	22	MOURINO Gaston Alberto	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	26,75	3,85	14,39252336
Group Phase	09	ARG-COD	ARG	40	MACIEL Leonel Carlos Sergio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26,36666667	0	0
Group Phase	09	ARG-COD	ARG	77	BONANNO Nicolas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16,55	0	0
Group Phase	09	ARG-COD	ARG	87	BAR Juan Manuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	30,28333333	-0,8	-2,641717116
Group Phase	09	ARG-COD	COD	1	SOBTACDOUG TIETCHOP Berlin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	09	ARG-COD	COD	4	YAHOZA MOGA Christian	0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	50,65	-1,85	-3,652517275
Group Phase	09	ARG-COD	COD	9	BOUITY GENESE Zephyrin	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	24,08333333	-1,55	-6,435986159
Group Phase	09	ARG-COD	COD	10	NGOULOU QUENTIN Andre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7,983333333	0	0
Group Phase	09	ARG-COD	COD	11	NGANDO OUEDRAOGO Adam	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	26,58333333	-1,65	-6,206896552
Group Phase	09	ARG-COD	COD	12	LUCAU HERDEIRO Junior	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35,48333333	0	0
Group Phase	09	ARG-COD	COD	15	MVUMBI THIERRY Gauthier	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	11,28333333	3,25	28,80354505
Group Phase	09	ARG-COD	COD	16	JACOBY KOALY Jordy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22,5	0	0
Group Phase	09	ARG-COD	COD	17	KIANGEBENI KAWOLA Johan	7	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	57,33333333	4,8	8,372093023
Group Phase	09	ARG-COD	COD	18	EYANGA SIMOKETO Baudric	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	17,46666667	-0,75	-4,29389313
Group Phase	09	ARG-COD	COD	22	BEAUREGARD MBAKA Frederic	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	31,4	-1,55	-4,936305732
Group Phase	09	ARG-COD	COD	27	BOTETSI Olivier	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	11,55	-0,6	-5,194805195
Group Phase	09	ARG-COD	COD	68	TCHITOMBI Aurelien	0	0	0	0	0	0	0	0	1	0	0	0	3	0	7	0	0	0	0	8	0	0	45,91666667	6,7	14,59165154
Group Phase	09	ARG-COD	COD	75	CORNEIL OLIVIER Steeven	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	54,63333333	1,3	2,379499695
Group Phase	09	ARG-COD	COD	83	KINZONZOLO MIATUDILA Jacques	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,5	-1,4	-56
Group Phase	09	ARG-COD	COD	84	TUZOLANA Audray	0	0	0	0	0	0	1	0	1	0	0	0	0	4	0	0	0	0	0	2	1	0	20,63333333	1,5	7,269789984
Group Phase	10	DEN-BRN	DEN	1	JACOBSEN Niklas Landin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34,9	0	0
Group Phase	10	DEN-BRN	DEN	4	JACOBSEN Magnus Landin	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	57,38333333	1,55	2,701132733
Group Phase	10	DEN-BRN	DEN	14	ZACHARIASSEN Anders	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	10,36666667	1,2	11,5755627
Group Phase	10	DEN-BRN	DEN	15	JENSEN Magnus Saugstrup	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	31,33333333	2,95	9,414893617
Group Phase	10	DEN-BRN	DEN	17	SVAN Lasse J.	0	0	0	0	2	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	39,71666667	-2,22045E-16	-5,59072E-16
Group Phase	10	DEN-BRN	DEN	20	MOLLER Kevin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19,38333333	0,85	4,385210662
Group Phase	10	DEN-BRN	DEN	21	JENSEN Henrik Mollgaard	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	28,16666667	0	0
Group Phase	10	DEN-BRN	DEN	22	LARSEN Mads Mensah	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	32	-0,55	-1,71875
Group Phase	10	DEN-BRN	DEN	24	HANSEN Mikkel	0	0	1	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	7	0	0	24,25	9,4	38,7628866
Group Phase	10	DEN-BRN	DEN	25	OLSEN Morten Toft	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	11,85	0,95	8,016877637
Group Phase	10	DEN-BRN	DEN	26	HANSEN Johan P.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19,33333333	2	10,34482759
Group Phase	10	DEN-BRN	DEN	28	ANDERSSON Lasse B.	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	1	0	24,48333333	3,7	15,11232131
Group Phase	10	DEN-BRN	DEN	31	NIELSEN Nikolaj Oris	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4,983333333	-0,75	-15,05016722
Group Phase	10	DEN-BRN	DEN	32	HOLM Jacob T.	0	0	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	16,38333333	0,85	5,18819939
