Phase	Match No.	Match	Team	No.	Name	7mGoals	7mMissed	6mGoals	6mMissed	WingGoals	WingMissed	BTGoals	BTMissed	FBGoals	FBMissed	EGGoals	EGMissed	9mGoals	9mMissed	TF	YC	RC	BC	2Min	AS	ST	BS	Time	scoring	prod100
Group Phase	44	BRA-POL	BRA	1	SANTOS Maik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22,55	0	0
Group Phase	44	BRA-POL	BRA	2	TEIXEIRA Henrique	0	1	1	1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	2	0	0	33,73333333	-3,2	-9,486166008
Group Phase	44	BRA-POL	BRA	4	SILVA Joao	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	18,5	-1,6	-8,648648649
Group Phase	44	BRA-POL	BRA	5	TORRIANI Guilherme	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	39,95	0,55	1,376720901
Group Phase	44	BRA-POL	BRA	10	TOLEDO Jose	0	0	1	0	0	0	2	0	0	0	0	0	0	3	1	0	0	0	2	1	1	0	29,25	-1,11022E-16	-3,79563E-16
Group Phase	44	BRA-POL	BRA	13	MORAES Rogerio	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	28,06666667	0,5	1,781472684
Group Phase	44	BRA-POL	BRA	16	da ROSA Rangel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31,56666667	0	0
Group Phase	44	BRA-POL	BRA	19	CHIUFFA Fabio	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	43,85	0,8	1,824401368
Group Phase	44	BRA-POL	BRA	25	TEIXEIRA Vinicius	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	23,25	2,8	12,04301075
Group Phase	44	BRA-POL	BRA	30	PATRIANOVA Arthur	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	24,35	-0,5	-2,05338809
Group Phase	44	BRA-POL	BRA	33	DUTRA Leonardo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	44	BRA-POL	BRA	34	LUCIANO Jose	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	5,25	2,35	44,76190476
Group Phase	44	BRA-POL	BRA	35	PONCIANO Thiago	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	25,15	-0,8	-3,180914513
Group Phase	44	BRA-POL	BRA	37	LANGARO Haniel	0	0	0	0	0	0	2	1	0	0	0	0	2	4	5	0	0	0	0	1	0	0	46,1	-1,85	-4,013015184
Group Phase	44	BRA-POL	BRA	77	HACKBARTH Rudolph	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13,33333333	-1,5	-11,25
Group Phase	44	BRA-POL	BRA	95	RODRIGUES Gustavo	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	3	0	0	35,1	4,95	14,1025641
Group Phase	44	BRA-POL	POL	4	OLEJNICZAK Michal	0	0	0	0	0	0	1	0	0	0	0	0	1	1	3	0	0	0	0	2	1	0	28,88333333	1,85	6,4050779
Group Phase	44	BRA-POL	POL	6	KRAJEWSKI Przemyslaw	0	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	46,35	-0,3	-0,647249191
Group Phase	44	BRA-POL	POL	7	WALCZAK Patryk	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	22,81666667	2	8,765522279
Group Phase	44	BRA-POL	POL	9	SICKO Szymon	0	0	0	0	0	0	0	1	0	0	2	0	4	0	0	0	0	0	1	2	1	0	20,46666667	9	43,97394137
Group Phase	44	BRA-POL	POL	11	MAJDZINSKI Maciej	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0	1	28,21666667	6,9	24,4536326
Group Phase	44	BRA-POL	POL	16	WYSZOMIRSKI Piotr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8,1	0	0
Group Phase	44	BRA-POL	POL	19	CZUWARA Jan	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	13,08333333	-2	-15,2866242
Group Phase	44	BRA-POL	POL	20	PILITOWSKI Maciej	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,466666667	0	0
Group Phase	44	BRA-POL	POL	23	MORYTO Arkadiusz	2	0	0	0	0	1	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	45,81666667	4,5	9,821753365
Group Phase	44	BRA-POL	POL	26	DASZEK Michal	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	14,18333333	0,2	1,410105758
Group Phase	44	BRA-POL	POL	28	GEBALA Maciej	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	1	46,26666667	6,1	13,18443804
Group Phase	44	BRA-POL	POL	30	PRZYBYLSKI Rafal	0	0	0	0	0	0	0	1	0	0	0	0	1	1	3	0	0	0	0	1	0	0	31,08333333	-1,5	-4,825737265
Group Phase	44	BRA-POL	POL	36	DAWYDZIK Dawid	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9,333333333	1,8	19,28571429
Group Phase	44	BRA-POL	POL	48	GEBALA Tomasz	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	34,63333333	1,95	5,630413859
Group Phase	44	BRA-POL	POL	49	CHRAPKOWSKI Piotr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	16,26666667	0	0
Group Phase	44	BRA-POL	POL	94	MORAWSKI Adam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	48,03333333	0,85	1,769604441
Group Phase	46	GER-HUN	GER	1	BITTER Johannes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	38,13333333	0,85	2,229020979
Group Phase	46	GER-HUN	GER	3	GENSHEIMER Uwe	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	26,98333333	0,2	0,741198271
Group Phase	46	GER-HUN	GER	4	GOLLA Johannes	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	59,33333333	-0,6	-1,011235955
Group Phase	46	GER-HUN	GER	15	KNORR Juri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	46	GER-HUN	GER	18	FIRNHABER Sebastian	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	14,65	-1,6	-10,92150171
Group Phase	46	GER-HUN	GER	20	WEBER Philipp	0	0	0	0	0	0	1	0	0	0	0	0	4	1	3	0	0	0	0	1	0	0	24,23333333	4,7	19,39477304
Group Phase	46	GER-HUN	GER	24	GROETZKI Patrick	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16,66666667	1	6
Group Phase	46	GER-HUN	GER	25	HAFNER Kai	0	0	0	0	0	0	1	1	0	0	0	0	2	3	1	0	0	0	1	7	0	0	47,3	5,4	11,41649049
Group Phase	46	GER-HUN	GER	27	METZNER Antonio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	46	GER-HUN	GER	31	SCHILLER Marcel	4	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	33,01666667	5,6	16,96113074
Group Phase	46	GER-HUN	GER	33	WOLF Andreas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20,5	0	0
Group Phase	46	GER-HUN	GER	35	KUHN Julius	0	0	0	0	0	0	1	1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	36,25	1,05	2,896551724
Group Phase	46	GER-HUN	GER	38	BOHM Fabian	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	2	2	2	21,26666667	6,65	31,26959248
Group Phase	46	GER-HUN	GER	73	KASTENING Timo	0	0	0	0	1	2	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	42,71666667	-0,85	-1,989855638
Group Phase	46	GER-HUN	GER	77	SCHMIDT David	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	16,53333333	-1,55	-9,375
Group Phase	46	GER-HUN	GER	95	DRUX Paul	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	22,41666667	2,7	12,04460967
Group Phase	46	GER-HUN	HUN	2	SIPOS Adrian	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	31	-0,8	-2,580645161
Group Phase	46	GER-HUN	HUN	7	BOKA Bendeguz	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	42,05	-1,5	-3,567181926
Group Phase	46	GER-HUN	HUN	9	BALOGH Zsolt	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,75	-0,3	-40
Group Phase	46	GER-HUN	HUN	12	SZEKELY Marton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,233333333	0	0
Group Phase	46	GER-HUN	HUN	16	MIKLER Roland	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53,71666667	0	0
Group Phase	46	GER-HUN	HUN	17	NAGY Bence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	46	GER-HUN	HUN	20	ROSTA Miklos	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6,616666667	0,2	3,022670025
Group Phase	46	GER-HUN	HUN	22	SUNAJKO Stefan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,183333333	0	0
Group Phase	46	GER-HUN	HUN	23	MATHE Dominik	2	0	0	0	0	0	2	0	1	0	0	0	3	2	1	0	0	0	1	4	0	0	44,68333333	9,8	21,93211488
Group Phase	46	GER-HUN	HUN	25	RODRIGUEZ ALVAREZ Pedro	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	49,9	-1,5	-3,006012024
Group Phase	46	GER-HUN	HUN	27	BANHIDI Bence	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	55,98333333	8,05	14,37927955
Group Phase	46	GER-HUN	HUN	30	SZITA Zoltan	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	33,21666667	4,95	14,90215755
Group Phase	46	GER-HUN	HUN	33	ANCSIN Gabor	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	2	0	0	0	19,31666667	-0,15	-0,776531493
Group Phase	46	GER-HUN	HUN	39	BODO Richard	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	1	1	0	26,26666667	2,35	8,946700508
Group Phase	46	GER-HUN	HUN	47	HORNYAK Peter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	46	GER-HUN	HUN	66	LEKAI Mate	0	0	0	0	0	0	3	0	1	0	0	0	0	4	3	0	0	0	0	5	0	0	55,08333333	2,85	5,17397882
Group Phase	47	JPN-ANG	JPN	12	IWASHITA Yuta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44,06666667	0	0
Group Phase	47	JPN-ANG	JPN	13	KASAHARA Kenya	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	34,25	0,25	0,729927007
Group Phase	47	JPN-ANG	JPN	14	KITAZUME Asumi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	47	JPN-ANG	JPN	18	NARITA Kohei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29,58333333	0	0
Group Phase	47	JPN-ANG	JPN	19	TOKUDA Shinnosuke	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	11,65	1,8	15,45064378
Group Phase	47	JPN-ANG	JPN	20	WATANABE Jin	0	0	3	1	0	1	3	0	0	0	0	0	1	1	1	0	0	0	0	3	0	0	47,4	7,1	14,97890295
Group Phase	47	JPN-ANG	JPN	21	DOI Remi Anri	0	0	1	0	2	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	40,48333333	1	2,470152326
Group Phase	47	JPN-ANG	JPN	25	MOTOKI Hiroki	0	0	0	0	4	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	45,36666667	2,7	5,951506245
Group Phase	47	JPN-ANG	JPN	27	TAMAKAWA Hiroyasu	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13,63333333	1	7,334963325
Group Phase	47	JPN-ANG	JPN	31	YOSHINO Tatsuki	0	0	0	0	0	0	0	0	0	0	1	0	3	2	2	0	0	0	0	1	0	0	32,61666667	3,25	9,964230966
Group Phase	47	JPN-ANG	JPN	33	AGARIE Yuto	3	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	1	1	0	41,55	2,05	4,933814681
Group Phase	47	JPN-ANG	JPN	38	MIZUMACHI Kotaro	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20,25	-1,15	-5,679012346
Group Phase	47	JPN-ANG	JPN	39	NAKAMURA Takumi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14,83333333	0	0
Group Phase	47	JPN-ANG	JPN	40	TAKANO Sota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16,38333333	0	0
Group Phase	47	JPN-ANG	JPN	41	TOKUDA Rennosuke	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,283333333	-0,3	-105,8823529
Group Phase	47	JPN-ANG	JPN	43	YOSHIDA Shuichi	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	27,65	-1,15	-4,159132007
Group Phase	47	JPN-ANG	ANG	3	AGUIAR Jaroslav Catraio Joao De	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	24,88333333	1,2	4,822505023
Group Phase	47	JPN-ANG	ANG	4	TECA Gabriel Massuca	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41,83333333	4,1	9,800796813
Group Phase	47	JPN-ANG	ANG	5	HEBO Rome Antonio Diogo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3,633333333	-0,8	-22,01834862
Group Phase	47	JPN-ANG	ANG	7	LOPES Claudio Carneiro	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	47	JPN-ANG	ANG	8	PASCOAL Otiniel A. Cachacha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15,38333333	0	0
Group Phase	47	JPN-ANG	ANG	9	MANECO Adilson Bruno Celestino	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14,75	0,3	2,033898305
Group Phase	47	JPN-ANG	ANG	10	NASCIMENTO Manuel Antonio Domingos	0	0	0	0	1	0	2	0	0	0	0	0	1	1	1	0	0	0	1	4	1	0	58,55	6,35	10,84543126
Group Phase	47	JPN-ANG	ANG	11	COUVEIRO Feliciano Nunes	0	0	0	0	0	0	0	1	0	0	0	0	1	2	2	0	0	0	0	1	0	0	17,7	-1,45	-8,192090395
Group Phase	47	JPN-ANG	ANG	13	TATI Mario De Jesus Ntida	0	0	1	0	0	0	0	0	0	0	0	0	5	4	1	0	0	0	0	0	0	0	23,61666667	4,7	19,90119972
Group Phase	47	JPN-ANG	ANG	14	CHICOLA Claudio A. Patricio	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44,45	2	4,49943757
Group Phase	47	JPN-ANG	ANG	15	PANZO Mayomona Antonio	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	40,81666667	1	2,449979584
Group Phase	47	JPN-ANG	ANG	16	MUACHISSENGUE Giovany R. De Nelumba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	28,93333333	0,85	2,937788018
Group Phase	47	JPN-ANG	ANG	17	ABREU Edgar Emanuel M	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,583333333	1	15,18987342
Group Phase	47	JPN-ANG	ANG	20	GOUVEIA Custodio Joao	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0
Group Phase	47	JPN-ANG	ANG	22	ANTONIO Elias	0	1	1	1	0	0	1	0	0	0	0	0	1	3	3	0	0	0	1	0	0	0	41,61666667	-3,95	-9,491389668
Group Phase	47	JPN-ANG	ANG	79	FERREIRA Edvaldo L. Da Silva	1	1	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	2	4	0	0	31,25	4,5	14,4
Group Phase	48	CRO-QAT	CRO	3	MARIC Marino	0	0	3	2	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	21,75	2,05	9,425287356
Group Phase	48	CRO-QAT	CRO	5	DUVNJAK Domagoj	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	2	0	0	54,01666667	0,2	0,370256094
Group Phase	48	CRO-QAT	CRO	12	PESIC Ivan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19,13333333	0	0
Group Phase	48	CRO-QAT	CRO	13	HORVAT Zlatko	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	2,3	7,666666667
Group Phase	48	CRO-QAT	CRO	15	KEVIC Janko	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7,716666667	-0,7	-9,071274298
Group Phase	48	CRO-QAT	CRO	17	SARAC Josip	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	7,216666667	0,1	1,385681293
Group Phase	48	CRO-QAT	CRO	26	STRLEK Manuel	0	1	1	1	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	48,83333333	4	8,19112628
Group Phase	48	CRO-QAT	CRO	27	CUPIC Ivan	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	39,6	1	2,525252525
Group Phase	48	CRO-QAT	CRO	28	MUSA Zeljko	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	33,1	1	3,021148036
Group Phase	48	CRO-QAT	CRO	30	MAMIC Marko	0	0	1	0	0	0	1	0	0	0	0	0	3	0	2	0	0	0	1	5	0	0	52,78333333	8,35	15,81938743
Group Phase	48	CRO-QAT	CRO	31	SEBETIC Luka	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	20,61666667	0,05	0,242522231
Group Phase	48	CRO-QAT	CRO	34	BROZOVIC Ilija	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11,98333333	0	0
Group Phase	48	CRO-QAT	CRO	39	MANDIC David	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8,616666667	0	0
Group Phase	48	CRO-QAT	CRO	45	JAGANJAC Halil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3,333333333	0	0
Group Phase	48	CRO-QAT	CRO	51	MARTINOVIC Ivan	0	0	0	0	0	0	1	1	0	0	0	0	2	2	1	0	0	0	1	1	1	0	24,53333333	1,85	7,54076087
Group Phase	48	CRO-QAT	CRO	55	SEGO Marin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36,76666667	0	0
Group Phase	48	CRO-QAT	QAT	2	ALKRAD Mustafa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	11,6	0,05	0,431034483
Group Phase	48	CRO-QAT	QAT	4	MABROUK Hassan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	30,08333333	0,05	0,166204986
Group Phase	48	CRO-QAT	QAT	7	MADADI Ahmad	2	3	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	49,31666667	-1,35	-2,737411288
Group Phase	48	CRO-QAT	QAT	10	MARZO Frankis	0	0	2	0	1	0	3	0	0	0	0	0	1	6	4	0	0	0	0	4	0	0	57,55	3,2	5,560382276
Group Phase	48	CRO-QAT	QAT	12	SARIC Danijel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30,31666667	0	0
Group Phase	48	CRO-QAT	QAT	13	ABIDI Mohamed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28,58333333	0	0
Group Phase	48	CRO-QAT	QAT	19	SASSI Marwan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13,68333333	-0,8	-5,846528624
Group Phase	48	CRO-QAT	QAT	20	DAMJANOVIC Jovo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	48	CRO-QAT	QAT	23	BERRACHED Allaedine	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	48,33333333	0,6	1,24137931
Group Phase	48	CRO-QAT	QAT	37	SAMI Yassine	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	35,11666667	1	2,847650688
Group Phase	48	CRO-QAT	QAT	41	ALI Youssef	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	25,21666667	4	15,86252479
Group Phase	48	CRO-QAT	QAT	44	GUEHIS Amine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,533333333	0	0
Group Phase	48	CRO-QAT	QAT	66	ABDELFATTAH Omar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	48	CRO-QAT	QAT	81	DHIAB Amor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10,5	0	0
Group Phase	48	CRO-QAT	QAT	86	HASSABALLA Mahmoud	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	28,13333333	0,65	2,31042654
Group Phase	48	CRO-QAT	QAT	94	ZAKKAR Ameen	0	0	0	0	0	0	1	0	0	0	0	0	3	3	1	1	0	0	0	2	0	0	50,03333333	4,15	8,294470353
Main Round	49	SWE-BLR	SWE	2	CARLSBOGARD Jonathan	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	39,76666667	1,9	4,777870914
Main Round	49	SWE-BLR	SWE	5	DARJ Max	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	57,41666667	0,9	1,567489115
Main Round	49	SWE-BLR	SWE	8	JONSSON Alfred	0	0	0	0	0	0	2	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	19,58333333	5,75	29,36170213
Main Round	49	SWE-BLR	SWE	11	PETTERSSON Daniel	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	57,03333333	2,45	4,295733489
Main Round	49	SWE-BLR	SWE	12	PALICKA Andreas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21,41666667	-0,8	-3,73540856
Main Round	49	SWE-BLR	SWE	15	WANNE Hampus	2	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	38,36666667	7,8	20,3301477
Main Round	49	SWE-BLR	SWE	16	AGGEFORS Mikael	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33,96666667	0	0
Main Round	49	SWE-BLR	SWE	18	PETTERSSON Fredric	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14,1	-0,8	-5,673758865
Main Round	49	SWE-BLR	SWE	19	CLAAR Felix	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	39,35	2,35	5,972045743
Main Round	49	SWE-BLR	SWE	22	PELLAS Lucas	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20,36666667	-1,4	-6,873977087
Main Round	49	SWE-BLR	SWE	24	GOTTFRIDSSON Jim	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	18,63333333	-2,45	-13,14847943
Main Round	49	SWE-BLR	SWE	26	PERSSON Linus	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	20,06666667	-1,4	-6,976744186
Main Round	49	SWE-BLR	SWE	28	EDVARDSSON Jonathan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Main Round	49	SWE-BLR	SWE	33	SANDELL Lukas	0	0	1	0	0	0	1	0	1	0	0	0	1	3	0	0	0	0	0	1	0	0	39,93333333	3,1	7,76293823
Main Round	49	SWE-BLR	SWE	62	CHRINTZ Valter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Main Round	49	SWE-BLR	SWE	66	LINDSKOG Anton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Main Round	49	SWE-BLR	BLR	3	KULESH Uladzislau	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	1	0	0	2	2	2	0	58,28333333	-0,6	-1,029453818
Main Round	49	SWE-BLR	BLR	7	KULAK Artsiom	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	9,516666667	0,75	7,880910683
Main Round	49	SWE-BLR	BLR	9	ASTRASHAPKIN Aleh	0	0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	36,51666667	3,6	9,858512095
Main Round	49	SWE-BLR	BLR	17	KRYVENKA Uladzislau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Main Round	49	SWE-BLR	BLR	20	KISHOU Aliaksei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14,78333333	0	0
Main Round	49	SWE-BLR	BLR	23	YURYNOK Andrei	0	0	0	0	5	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	58,41666667	3,85	6,590584879
Main Round	49	SWE-BLR	BLR	33	MAROZ Ivan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40,83333333	0	0
Main Round	49	SWE-BLR	BLR	42	USHAL Aliaksei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6,15	-0,8	-13,00813008
Main Round	49	SWE-BLR	BLR	43	SELVIASIUK Artsiom	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
